"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"ALTER";"GESCHLECHT";"BILDUNG";"LAND";"LAND_2";"BLUTSPENDEVERHALTEN";"BLUTSPENDEORGANISATION";"BLUTSPENDEORGANISATION_2";"AMOTIVATION_1";"AMOTIVATION_2";"AMOTIVATION_3";"EXTERNAL_REGULATION_1";"EXTERNAL_REGULATION_2";"EXTERNAL_REGULATION_3";"INTROJECTED_REGULATION_1";"INTROJECTED_REGULATION_2";"ATTENTION_CHECK";"INTROJECTED_REGULATION_3";"IDENTIFIED_REGUALTION_1";"IDENTIFIED_REGUALTION_2";"IDENTIFIED_REGUALTION_3";"INTEGRATED_REGULATION_1";"INTEGRATED_REGULATION_2";"INTEGRATED_REGULATION_3";"INTRINSIC_REGUALTION_1";"INTRINSIC_REGUALTION_2";"INTRINSIC_REGUALTION_3";"INTENTION_1";"INTENTION_2";"INTENTION_3";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6889058";"rts6889146";"rts6889149";"rts6891057";"rts6891082";"rts6891085";"rts6891089";"rts6891115";"rts6891152"
"752";"0";"1";"31";"6888322";"-77";"0";"1";"94";"1";"6";"3";"-99";"1";"4";"Testtext A+T";"7";"2";"4";"4";"1";"2";"3";"7";"6";"3";"3";"1";"6";"5";"7";"2";"3";"3";"1";"5";"6";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"8f1f48f208bc3094683834fb773ca48f";"1";"0";"1709334685";"2024-03-01 23:11:25";"2024-03-01 23:11:25";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"753";"0";"1";"31";"6888322";"-77";"0";"3";"39";"1";"2";"3";"-99";"3";"-77";"-66";"4";"1";"7";"6";"2";"3";"5";"2";"1";"2";"7";"2";"7";"3";"5";"2";"6";"5";"3";"2";"2";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"63cd929e5b880b9adaa303d62ee5bea5";"1";"0";"1709334685";"2024-03-01 23:11:25";"2024-03-01 23:11:25";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"754";"0";"1";"31";"6888322";"-77";"0";"1";"75";"4";"6";"4";"Testtext A+T";"3";"-77";"-66";"4";"4";"3";"5";"6";"5";"7";"4";"4";"2";"7";"1";"1";"7";"5";"5";"4";"5";"5";"6";"3";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"9d758e3538a535f501d1249b8f4cb106";"1";"0";"1709334686";"2024-03-01 23:11:26";"2024-03-01 23:11:26";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"755";"0";"1";"31";"6888322";"-77";"0";"2";"90";"3";"1";"3";"-99";"3";"-77";"-66";"2";"4";"3";"4";"4";"5";"1";"6";"5";"3";"7";"4";"6";"7";"3";"7";"2";"6";"2";"3";"5";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"fc249b79b1d4688cc0166df833ca24ec";"1";"0";"1709334686";"2024-03-01 23:11:26";"2024-03-01 23:11:26";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"756";"0";"1";"31";"6888322";"-77";"0";"3";"88";"1";"5";"3";"-99";"1";"2";"-99";"7";"1";"7";"4";"6";"7";"7";"1";"4";"3";"7";"5";"3";"4";"2";"3";"6";"6";"6";"1";"3";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"130d01687f0ed27a81dadfc6c14431e7";"1";"0";"1709334686";"2024-03-01 23:11:26";"2024-03-01 23:11:26";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"757";"0";"1";"31";"6888322";"-77";"0";"1";"81";"4";"5";"1";"-99";"3";"-77";"-66";"1";"6";"5";"7";"3";"2";"3";"3";"7";"7";"6";"2";"1";"4";"4";"2";"3";"4";"6";"2";"1";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"0638036ec0df297b4d7d51671d4fd5eb";"1";"0";"1709334687";"2024-03-01 23:11:27";"2024-03-01 23:11:27";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"758";"0";"1";"31";"6888322";"-77";"0";"2";"27";"4";"1";"1";"-99";"1";"3";"-99";"1";"3";"5";"6";"1";"6";"6";"5";"3";"3";"4";"2";"7";"5";"4";"6";"4";"5";"3";"2";"2";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"0cab61092287286cafb710dd54b8ab6b";"1";"0";"1709334687";"2024-03-01 23:11:27";"2024-03-01 23:11:27";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"759";"0";"1";"31";"6888322";"-77";"0";"3";"56";"3";"1";"2";"-99";"2";"-77";"-66";"3";"1";"1";"5";"6";"1";"5";"2";"1";"4";"7";"1";"5";"2";"1";"6";"4";"1";"5";"6";"2";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"431b803b7e246072dc7aabba3431afe1";"1";"0";"1709334687";"2024-03-01 23:11:27";"2024-03-01 23:11:27";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"760";"0";"1";"31";"6888322";"-77";"0";"3";"55";"3";"5";"4";"Testtext A+T";"3";"-77";"-66";"6";"4";"4";"5";"1";"1";"2";"2";"7";"7";"1";"4";"6";"1";"6";"1";"3";"3";"1";"2";"4";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"96301e58e181842dab31345d05dff3ff";"1";"0";"1709334688";"2024-03-01 23:11:28";"2024-03-01 23:11:28";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"761";"0";"1";"31";"6888322";"-77";"0";"1";"25";"3";"7";"4";"Testtext A+T";"2";"-77";"-66";"4";"5";"2";"6";"5";"4";"4";"5";"7";"6";"2";"1";"5";"5";"3";"7";"5";"1";"5";"2";"1";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"99a7a27772488ad407adf67ff2ba0f6e";"1";"0";"1709334688";"2024-03-01 23:11:28";"2024-03-01 23:11:28";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"762";"0";"1";"31";"6888322";"-77";"1";"2";"0";"3";"6";"2";"-99";"1";"1";"-99";"1";"2";"2";"5";"1";"6";"3";"3";"4";"3";"2";"1";"3";"7";"3";"7";"2";"4";"3";"6";"5";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"073472a5341893e640ce9dc77e46d404";"1";"0";"1709334688";"2024-03-01 23:11:28";"2024-03-01 23:11:29";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"1";"1"
"763";"0";"1";"31";"6888322";"-77";"0";"1";"88";"4";"1";"1";"-99";"2";"-77";"-66";"5";"6";"7";"7";"1";"5";"7";"3";"6";"2";"3";"2";"2";"2";"2";"4";"3";"1";"1";"3";"2";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"942b29f68752c7e767359450a0b6fd12";"1";"0";"1709334689";"2024-03-01 23:11:29";"2024-03-01 23:11:29";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"764";"0";"1";"31";"6888322";"-77";"0";"3";"24";"4";"6";"3";"-99";"2";"-77";"-66";"3";"2";"5";"7";"3";"2";"5";"4";"5";"4";"4";"7";"2";"7";"1";"6";"4";"4";"6";"6";"6";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"81e9eebc8f6431e7f4c69f809c043fa5";"1";"0";"1709334689";"2024-03-01 23:11:29";"2024-03-01 23:11:29";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"765";"0";"1";"31";"6888322";"-77";"0";"2";"12";"2";"4";"4";"Testtext A+T";"3";"-77";"-66";"1";"1";"4";"6";"6";"5";"6";"1";"2";"6";"2";"1";"6";"7";"1";"6";"5";"2";"2";"4";"5";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"d6812d696084ef0aa23919ee5efa30b2";"1";"0";"1709334690";"2024-03-01 23:11:30";"2024-03-01 23:11:30";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"766";"0";"1";"31";"6888322";"-77";"0";"1";"87";"2";"3";"1";"-99";"2";"-77";"-66";"5";"3";"6";"7";"2";"6";"2";"2";"3";"1";"2";"5";"5";"4";"1";"5";"2";"4";"3";"7";"6";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"0c79325e599237bdadea278f6fc0ff41";"1";"0";"1709334690";"2024-03-01 23:11:30";"2024-03-01 23:11:30";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"767";"0";"1";"31";"6888322";"-77";"1";"3";"43";"2";"5";"1";"-99";"2";"-77";"-66";"1";"1";"6";"7";"7";"6";"5";"7";"1";"2";"2";"3";"5";"2";"5";"3";"4";"1";"7";"5";"2";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"414b836dfebe2f041be7268c212b44d4";"1";"0";"1709334690";"2024-03-01 23:11:30";"2024-03-01 23:11:31";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"1";"1";"1"
"768";"0";"1";"31";"6888322";"-77";"0";"2";"84";"2";"7";"2";"-99";"1";"1";"-99";"7";"5";"7";"3";"2";"4";"1";"2";"7";"7";"1";"2";"7";"7";"5";"3";"2";"3";"4";"6";"2";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"8871035acfe45295924939b26e4db5c9";"1";"0";"1709334691";"2024-03-01 23:11:31";"2024-03-01 23:11:31";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"769";"0";"1";"31";"6888322";"-77";"0";"3";"9";"3";"5";"1";"-99";"3";"-77";"-66";"3";"2";"6";"1";"7";"2";"1";"4";"6";"7";"1";"3";"7";"7";"1";"3";"3";"2";"4";"1";"5";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"bfd2e237e0c54153513fde2e12100a38";"1";"0";"1709334691";"2024-03-01 23:11:31";"2024-03-01 23:11:31";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"770";"0";"1";"31";"6888322";"-77";"0";"1";"47";"2";"7";"3";"-99";"3";"-77";"-66";"7";"3";"2";"1";"7";"4";"6";"4";"4";"3";"2";"6";"7";"1";"2";"4";"7";"1";"5";"6";"5";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"55249bc8518000a0e8bfcb9ffc4d3222";"1";"0";"1709334692";"2024-03-01 23:11:32";"2024-03-01 23:11:32";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"771";"0";"1";"31";"6888322";"-77";"0";"2";"73";"3";"6";"1";"-99";"1";"2";"-99";"7";"7";"1";"3";"5";"2";"7";"1";"3";"5";"6";"7";"5";"7";"6";"3";"1";"2";"4";"7";"6";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"8b8e5babe1634c2f661bcec6c0288d32";"1";"0";"1709334692";"2024-03-01 23:11:32";"2024-03-01 23:11:32";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"772";"0";"1";"31";"6888322";"-77";"1";"3";"19";"4";"6";"2";"-99";"1";"4";"Testtext A+T";"2";"1";"7";"4";"6";"1";"6";"3";"5";"4";"4";"2";"5";"7";"4";"3";"2";"1";"6";"5";"4";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"3a5980677a28a1648bd3bd33ff62242e";"1";"0";"1709334692";"2024-03-01 23:11:32";"2024-03-01 23:11:33";"0000-00-00 00:00:00";"1";"1";"1";"1";"0";"0";"1";"1";"1"
"773";"0";"1";"31";"6888322";"-77";"0";"1";"44";"3";"3";"4";"Testtext A+T";"3";"-77";"-66";"6";"7";"1";"7";"6";"4";"2";"6";"2";"5";"5";"4";"2";"3";"5";"6";"4";"5";"1";"1";"7";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"3a8ce3c1ba37add37fde3cea112b5a03";"1";"0";"1709334693";"2024-03-01 23:11:33";"2024-03-01 23:11:33";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"774";"0";"1";"31";"6888322";"-77";"0";"2";"58";"4";"1";"1";"-99";"2";"-77";"-66";"1";"1";"2";"7";"2";"7";"5";"1";"2";"3";"7";"5";"6";"1";"7";"4";"3";"2";"5";"5";"3";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"4470144984f882a34472844fef2fe0e3";"1";"0";"1709334693";"2024-03-01 23:11:33";"2024-03-01 23:11:33";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"775";"0";"1";"31";"6888322";"-77";"0";"2";"6";"2";"5";"2";"-99";"2";"-77";"-66";"5";"4";"6";"1";"2";"6";"3";"2";"2";"4";"2";"2";"4";"5";"2";"2";"2";"3";"6";"7";"5";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"6d6d44bf319a42babb5a020de69e7a7e";"1";"0";"1709334694";"2024-03-01 23:11:34";"2024-03-01 23:11:34";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"776";"0";"1";"31";"6888322";"-77";"0";"3";"34";"2";"3";"1";"-99";"1";"4";"Testtext A+T";"4";"1";"1";"1";"4";"1";"1";"2";"2";"6";"1";"1";"6";"7";"7";"3";"4";"3";"4";"3";"5";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"e82405f03426b872acde36393fc5d3a3";"1";"0";"1709334694";"2024-03-01 23:11:34";"2024-03-01 23:11:34";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"777";"0";"1";"31";"6888322";"-77";"0";"1";"83";"3";"3";"3";"-99";"1";"2";"-99";"3";"5";"4";"4";"5";"7";"6";"2";"1";"1";"3";"2";"7";"2";"1";"2";"3";"2";"5";"3";"4";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"502d53e7d52808713b2f7656abf91daa";"1";"0";"1709334694";"2024-03-01 23:11:34";"2024-03-01 23:11:34";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"778";"0";"1";"31";"6888322";"-77";"0";"1";"47";"4";"4";"4";"Testtext A+T";"1";"1";"-99";"7";"4";"3";"5";"1";"1";"6";"5";"7";"1";"1";"5";"7";"6";"5";"1";"4";"2";"2";"5";"1";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"04edcc8e1e7bac836f1392787b92fc6c";"1";"0";"1709334695";"2024-03-01 23:11:35";"2024-03-01 23:11:35";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"779";"0";"1";"31";"6888322";"-77";"0";"3";"3";"1";"2";"4";"Testtext A+T";"2";"-77";"-66";"4";"2";"2";"7";"5";"5";"2";"2";"1";"7";"3";"7";"5";"5";"6";"1";"3";"5";"7";"3";"1";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"435451cf8994ca83b4798939efed1adb";"1";"0";"1709334695";"2024-03-01 23:11:35";"2024-03-01 23:11:35";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"780";"0";"1";"31";"6888322";"-77";"1";"2";"20";"2";"6";"3";"-99";"1";"1";"-99";"5";"2";"2";"3";"5";"4";"1";"5";"2";"3";"2";"1";"5";"3";"3";"6";"5";"1";"6";"2";"2";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"612a7f54e4b291db40c553afbe2649a6";"1";"0";"1709334695";"2024-03-01 23:11:35";"2024-03-01 23:11:36";"0000-00-00 00:00:00";"1";"1";"1";"1";"0";"1";"0";"1";"1"
"781";"0";"1";"31";"6888322";"-77";"0";"2";"60";"3";"5";"4";"Testtext A+T";"2";"-77";"-66";"2";"1";"2";"4";"6";"4";"1";"3";"7";"5";"1";"6";"3";"7";"3";"2";"6";"1";"5";"7";"4";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"dfb716ca6a67ed7b25f628a5ae5e9759";"1";"0";"1709334696";"2024-03-01 23:11:36";"2024-03-01 23:11:36";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"782";"0";"1";"31";"6888322";"-77";"0";"3";"0";"3";"5";"2";"-99";"3";"-77";"-66";"2";"6";"7";"1";"2";"7";"3";"3";"1";"6";"2";"5";"1";"4";"5";"6";"1";"6";"6";"7";"4";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"46fcd418cd85201bca411fffba407762";"1";"0";"1709334696";"2024-03-01 23:11:36";"2024-03-01 23:11:36";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"783";"0";"1";"31";"6888322";"-77";"0";"1";"46";"1";"2";"1";"-99";"3";"-77";"-66";"4";"3";"4";"3";"2";"1";"7";"1";"7";"6";"2";"6";"2";"6";"4";"7";"5";"6";"4";"5";"3";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"8073095246310b5e9e88dc7c0cbae4d1";"1";"0";"1709334697";"2024-03-01 23:11:37";"2024-03-01 23:11:37";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"784";"0";"1";"31";"6888322";"-77";"0";"3";"21";"2";"5";"3";"-99";"2";"-77";"-66";"3";"5";"6";"5";"6";"1";"5";"4";"6";"1";"6";"4";"2";"4";"5";"4";"3";"7";"7";"4";"2";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"269edd27f97ddaeac27ec13fcc0d72eb";"1";"0";"1709334697";"2024-03-01 23:11:37";"2024-03-01 23:11:37";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"785";"0";"1";"31";"6888322";"-77";"0";"2";"56";"2";"3";"4";"Testtext A+T";"3";"-77";"-66";"2";"2";"4";"2";"5";"4";"1";"3";"5";"6";"1";"6";"5";"3";"1";"6";"6";"1";"7";"6";"2";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"225c645e992fc5e7c7c080c9b6d8d3ed";"1";"0";"1709334697";"2024-03-01 23:11:37";"2024-03-01 23:11:37";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"786";"0";"1";"31";"6888322";"-77";"0";"1";"53";"1";"5";"4";"Testtext A+T";"1";"1";"-99";"4";"7";"4";"7";"5";"1";"1";"4";"2";"2";"2";"3";"6";"6";"4";"1";"1";"3";"5";"5";"5";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"6760b1d3250067bcd6332594620e79f5";"1";"0";"1709334698";"2024-03-01 23:11:38";"2024-03-01 23:11:38";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
